rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
POSITIVE REGULATION OF NOTCH SIGNALING PATHWAY%GOBP%GO:0045747	POSITIVE REGULATION OF NOTCH SIGNALING PATHWAY	0.338243513163364	0.664388751970482	-1	10413,57178,80213,6091,81619,25871,6714,9270,5584,56983,28514,55589,22848,3572,3714,10098,11235,54567,4846,375704,22905,7042,6774,182,6092
ARF6 DOWNSTREAM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ARF6 DOWNSTREAM PATHWAY	ARF6 DOWNSTREAM PATHWAY	0.338346704402756	0.664388751970482	1	5879,375,382,7074,5595,5594,8394,9727,5329,387,8997,5337,4830,8766
REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:2001032	REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING	0.33884482179146	0.664388751970482	-1	51111,3297,6419,55183,78996,24144,10097,5591,11284,8091,54537,10459,2074,55135,84787,25913
PROTEIN METHYLATION%REACTOME DATABASE ID RELEASE 38%8876725	PROTEIN METHYLATION	0.34010022931177	0.664388751970482	1	6187,22944,151194,79091,2109,3312,10196,1915,1938,808
BIOCARTA_STATHMIN_PATHWAY%MSigdb_C2%BIOCARTA_STATHMIN_PATHWAY	BIOCARTA_STATHMIN_PATHWAY	0.340245161155851	0.664388751970482	1	814,5567,127933,5575,5577,5573,9821,5576,5603,891,3925,3309,7251
BIOCARTA_INTEGRIN_PATHWAY%MSigdb_C2%BIOCARTA_INTEGRIN_PATHWAY	BIOCARTA_INTEGRIN_PATHWAY	0.340713297000439	0.664388751970482	1	5906,826,5894,823,3265,4660,6654,58,9564,5595,5594,7094,2534,613,7791,857,3688,5604,87,5605,2885,387,7145,6464,7414,3725,6093,1445,5599,2889,1399
TRANSLESION SYNTHESIS%GOBP%GO:0019985	TRANSLESION SYNTHESIS	0.341449055895654	0.664388751970482	-1	201973,11201,51455,5111,9100,199990,26073,10714,51426,10459,22890,5424,5425,5429,83932
NUCLEOSOME ASSEMBLY%GOBP%GO:0006334	NUCLEOSOME ASSEMBLY	0.341808768922303	0.664388751970482	-1	4869,8467,8349,8208,25842,3148,83743,23522,4673,6749,144108,9733,8520,29855,6662,10036,8347,5928,4676,23234,4674,4675,4678,1616,51773,10541,8341,7290,3014,3021,23523,11198,9555,54107,11177
SIGNALING BY APC MUTANTS%REACTOME%R-HSA-4839744.4	SIGNALING BY APC MUTANTS	0.341918867475087	0.664388751970482	1	324,5525,5519,5518,2932,5527,5528,5516,1452,139285,5529,5526,8312,5515
SIGNALING BY AMER1 MUTANTS%REACTOME%R-HSA-4839748.4	SIGNALING BY AMER1 MUTANTS	0.341918867475087	0.664388751970482	1	324,5525,5519,5518,2932,5527,5528,5516,1452,139285,5529,5526,8312,5515
TRUNCATIONS OF AMER1 DESTABILIZE THE DESTRUCTION COMPLEX%REACTOME%R-HSA-5467348.3	TRUNCATIONS OF AMER1 DESTABILIZE THE DESTRUCTION COMPLEX	0.341918867475087	0.664388751970482	1	324,5525,5519,5518,2932,5527,5528,5516,1452,139285,5529,5526,8312,5515
APC TRUNCATION MUTANTS HAVE IMPAIRED AXIN BINDING%REACTOME%R-HSA-5467337.2	APC TRUNCATION MUTANTS HAVE IMPAIRED AXIN BINDING	0.341918867475087	0.664388751970482	1	324,5525,5519,5518,2932,5527,5528,5516,1452,139285,5529,5526,8312,5515
AXIN MISSENSE MUTANTS DESTABILIZE THE DESTRUCTION COMPLEX%REACTOME DATABASE ID RELEASE 38%5467340	AXIN MISSENSE MUTANTS DESTABILIZE THE DESTRUCTION COMPLEX	0.341918867475087	0.664388751970482	1	324,5525,5519,5518,2932,5527,5528,5516,1452,139285,5529,5526,8312,5515
SIGNALING BY AXIN MUTANTS%REACTOME%R-HSA-4839735.4	SIGNALING BY AXIN MUTANTS	0.341918867475087	0.664388751970482	1	324,5525,5519,5518,2932,5527,5528,5516,1452,139285,5529,5526,8312,5515
REGULATION OF IMMUNOGLOBULIN PRODUCTION%GOBP%GO:0002637	REGULATION OF IMMUNOGLOBULIN PRODUCTION	0.342079012040062	0.664388751970482	-1	51111,6810,7494,4189,56941,7158,2821,11331,9341,55183,9984,6830,121260,958,3133,54537,10459,7037,22976,5245,84787,7040,2048
REGULATION OF LIPOPOLYSACCHARIDE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0031664	REGULATION OF LIPOPOLYSACCHARIDE-MEDIATED SIGNALING PATHWAY	0.342488634126933	0.664498566419471	-1	4795,85363,1604,22900,10221,58509,59307,23328,7128,5578
RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 3 PROMOTER%REACTOME DATABASE ID RELEASE 38%76071	RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 3 PROMOTER	0.344204821664085	0.666412394678176	1	55718,661,6619,6621,5435,11128,171568,5441,51728,55290,55814,6617,5437,10623,10302,5440,84265,7702,6908,5434,55703,10621,27297,6618,5451,51082,9533
RESPONSE TO INCREASED OXYGEN LEVELS%GOBP%GO:0036296	RESPONSE TO INCREASED OXYGEN LEVELS	0.344537332636485	0.666412394678176	-1	2308,23545,523,355,10533,84317,9550,857,9114,147007
CELLULAR RESPONSE TO INCREASED OXYGEN LEVELS%GOBP%GO:0036295	CELLULAR RESPONSE TO INCREASED OXYGEN LEVELS	0.344537332636485	0.666412394678176	-1	2308,23545,523,355,10533,84317,9550,857,9114,147007
PEROXISOMAL TRANSPORT%GOBP%GO:0043574	PEROXISOMAL TRANSPORT	0.345051620271051	0.666613606959115	-1	5195,5828,215,4591,5825,5830,9409,55670,26061,5826,8504,5193,5824,51555,5190,8239,5189,54469,5191,5194,51762,83752,5192
Progeria-associated lipodystrophy%WikiPathways_20230910%WP5103%Homo sapiens	Progeria-associated lipodystrophy	0.345749488712156	0.666613606959115	-1	3763,10269,84823,8815,142,4000,4089,5965,7486,23463,2339,5424,2200,4087,7040,83932,4088,4001
Constitutive androstane receptor pathway%WikiPathways_20230910%WP2875%Homo sapiens	Constitutive androstane receptor pathway	0.345988644024363	0.666613606959115	-1	8243,23054,2308,5524,10499,8648,3320,6667,6256,7266,211
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE BY P53 CLASS MEDIATOR%GOBP%GO:1902165	REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE BY P53 CLASS MEDIATOR	0.346058179595672	0.666613606959115	-1	4282,6880,972,51499,960,51616,25946,23028,23411,6154,3622
ASTROCYTE DEVELOPMENT%GOBP%GO:0014002	ASTROCYTE DEVELOPMENT	0.347389936748097	0.667930644565854	-1	4137,8893,6280,4763,351,4035,3459,28514,1021,5663,2896
WNT5A-DEPENDENT INTERNALIZATION OF FZD2, FZD5 AND ROR2%REACTOME%R-HSA-5140745.2	WNT5A-DEPENDENT INTERNALIZATION OF FZD2, FZD5 AND ROR2	0.347451700866084	0.667930644565854	-1	4920,163,161,160,1173,2535,7855,1175,1213,4919,1211,1212
REGULATION OF MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0062125	REGULATION OF MITOCHONDRIAL GENE EXPRESSION	0.348566690659136	0.669390318184177	1	10102,84769,84881,64863,285367,708,6472,400916,22868,55005,115416,79072,81554,51335,26995,79828,54931,23107,10128,28958
BIOCARTA_CDK5_PATHWAY%MSigdb_C2%BIOCARTA_CDK5_PATHWAY	BIOCARTA_CDK5_PATHWAY	0.34937685152832	0.670262216693474	1	8851,5894,3265,4804,1020,5595,5594,8818,5604,5605,1958
ER QUALITY CONTROL COMPARTMENT (ERQC)%REACTOME%R-HSA-901032.6	ER QUALITY CONTROL COMPARTMENT (ERQC)	0.350120403382587	0.670628371102621	1	55741,84447,6048,11236,7844,6400,80267,11253,91445,55757,10956,7316,9695,7314,267,56886,7311,6233,51009,10206
CHAPERONE-MEDIATED PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0051131	CHAPERONE-MEDIATED PROTEIN COMPLEX ASSEMBLY	0.350280387244355	0.670628371102621	1	56984,3304,51103,8195,3329,10576,3320,10728,9361,84262,3308,3326,1191,8624,59353,79738,166379,10471
BIOCARTA_ERK5_PATHWAY%MSigdb_C2%BIOCARTA_ERK5_PATHWAY	BIOCARTA_ERK5_PATHWAY	0.352182187337553	0.673584224155767	1	3265,5335,5598,5595,5594,2885,5290,6195,207,1385,5295,6464
BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME DATABASE ID RELEASE 38%2173782	BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS	0.353299179518433	0.674107449437585	-1	7184,2495,10525,1277,348,3320,4035,811,1284,2512,1278,10808,6678
SUMOYLATION OF TRANSCRIPTION FACTORS%REACTOME DATABASE ID RELEASE 38%3232118	SUMOYLATION OF TRANSCRIPTION FACTORS	0.354040323010335	0.674107449437585	-1	10401,7341,7022,7158,7157,8554,6613,4193,6612,6670
RNA POLYMERASE III TRANSCRIPTION INITIATION%REACTOME%R-HSA-76046.3	RNA POLYMERASE III TRANSCRIPTION INITIATION	0.354379771586506	0.674107449437585	1	55718,661,6619,6621,5435,11128,171568,112495,5441,51728,9329,55290,55814,6617,5437,10623,10302,5440,84265,7702,6908,9328,5434,55703,10621,2976,9330,2972,27297,6618,2975,2971,5451,51082,9533
POSITIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901992	POSITIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION	0.354426509031598	0.674107449437585	-1	301,993,5889,9510,8697,134353,55904,84967,23276,5925,6241,6240,6868,23236,894,7325,55920,23476,11331,8881,1654,7027,1981,286053,1956,8929,891,1019,55835,50484,51433,207,5962,9525,8452,8317,51529,51692,595,26057,9587,8558,163786,57521,8766,994
POSITIVE REGULATION OF PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0070863	POSITIVE REGULATION OF PROTEIN EXIT FROM ENDOPLASMIC RETICULUM	0.354513524066479	0.674107449437585	-1	55741,9777,975,161291,9695,6653,51128,56681,10134,55754
VITAMIN TRANSMEMBRANE TRANSPORT%GOBP%GO:0035461	VITAMIN TRANSMEMBRANE TRANSPORT	0.355414370348392	0.674107449437585	-1	6573,64220,9962,10560,10057,81034,376497,8884,949,4036,113235
MEMBRANE RAFT ORGANIZATION%GOBP%GO:0031579	MEMBRANE RAFT ORGANIZATION	0.355733881833126	0.674107449437585	-1	4034,6281,11252,23180,10347,128240,5538,857,858,10211,91663,1201,302
Neural crest cell migration during development%WikiPathways_20230910%WP4564%Homo sapiens	Neural crest cell migration during development	0.355892610499684	0.674107449437585	-1	4318,5879,4313,2050,375,627,5058,5293,4804,2047,7074,5063,1009,10298,57144,56924,7204,5290,207,387,208,10000,5062,2353,5291,3725,30849,8503,2051,6774,2049,2048
8q11.23 (RB1CC1) copy number variation%WikiPathways_20230910%WP5412%Homo sapiens	8q11.23 (RB1CC1) copy number variation	0.355895992264909	0.674107449437585	-1	2185,5925,23710,8408,56270,7157,9821,9776,7186,5747,55054,11337,60673,11345
METABOLISM OF COFACTORS%REACTOME DATABASE ID RELEASE 38%8978934	METABOLISM OF COFACTORS	0.356037622072773	0.674107449437585	1	5593,5805,84274,3320,57017,10229,57107,2643,3417,207,808,4846,51004,1719
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CELL SURFACE%GOBP%GO:2000010	POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CELL SURFACE	0.357058364032591	0.675360644330991	1	6810,23171,10347,9777,6809,29098,4130,3326,257364,59353,79608
MITOCHONDRIAL CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0006851	MITOCHONDRIAL CALCIUM ION TRANSMEMBRANE TRANSPORT	0.358406996707325	0.675972892672636	1	63933,91689,9512,3954,27069,10939,286097,6547,10367,80024,79568,221154,90550,79085
NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, ELONGATION%GOBP%GO:0032785	NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, ELONGATION	0.35841610619548	0.675972892672636	1	51574,25920,80335,142,7469,7936,10915,6829,55837,9400,10614,51548,7428,9025,6827,165918,3192,51497,23211
CALNEXIN CALRETICULIN CYCLE%REACTOME%R-HSA-901042.3	CALNEXIN CALRETICULIN CYCLE	0.358459589206849	0.675972892672636	1	55741,84447,2923,6048,11236,7844,6400,80267,11253,91445,23193,5589,55757,10956,7316,811,9695,7314,267,56886,7311,821,6233,51009,10206
SEMA4D INDUCED CELL MIGRATION AND GROWTH-CONE COLLAPSE%REACTOME DATABASE ID RELEASE 38%416572	SEMA4D INDUCED CELL MIGRATION AND GROWTH-CONE COLLAPSE	0.359580893843856	0.676753244946585	-1	10627,4627,2064,4637,3984,5364,3985,10507,389,27289,4628,23365,9475,387,388,6093,10398,79784,9826
PID_P38_ALPHA_BETA_PATHWAY%MSigdb_C2%PID_P38_ALPHA_BETA_PATHWAY	PID_P38_ALPHA_BETA_PATHWAY	0.359592584987558	0.676753244946585	-1	7525,1843,4067,5879,5600,1432,8737,5899,83605,6416,5058,1850,6714,5063,2534,5606,11221,7786,5608,7189,80824,5062,4215,5898,10454,998
THE ONCOGENIC ACTION OF 2-HYDROXYGLUTARATE%SMPDB%SMP0002291	THE ONCOGENIC ACTION OF 2-HYDROXYGLUTARATE	0.359968706669102	0.67678432162962	1	51660,6391,8802,1738,3421,6392,55526,50,6389,5160,8801,1431,1743,2271,3419,48,3417,3420,6390,1737,5162,3418
NEGATIVE REGULATION OF AMYLOID-BETA FORMATION%GOBP%GO:1902430	NEGATIVE REGULATION OF AMYLOID-BETA FORMATION	0.360687293529695	0.676928835969729	1	6253,5300,23163,10347,6252,348,274,4915,6653,10313,1191,6093
MONOATOMIC ANION TRANSMEMBRANE TRANSPORT%GOBP%GO:0098656	MONOATOMIC ANION TRANSMEMBRANE TRANSPORT	0.360764942868033	0.676928835969729	1	338440,6507,2555,56262,6560,6505,55144,196527,2743,55129,2742,57719,2566,121601,8884,9990,2568,1182,2562,9498,6558,57468,2556,23507,2567,203859,10723,56996
CELLULAR RESPONSE TO UNFOLDED PROTEIN%GOBP%GO:0034620	CELLULAR RESPONSE TO UNFOLDED PROTEIN	0.361500520080683	0.677633445011799	-1	1491,3304,7494,90993,387923,54431,7466,3297,79139,153090,9451,3329,9709,581,51768,84236,79871,9531,79956,5770,578,2081,51360,1616,26608,80279,56965,9217,64224,79668,22926,267,10133,3309,4780,54956,54870,27230,1965,84899,26353,1649,1388,23456,51009,468,8720,10488,58487,7009,55432,57414
Omega-3 / omega-6 fatty acid synthesis%WikiPathways_20230910%WP4723%Homo sapiens	Omega-3 / omega-6 fatty acid synthesis	0.36394254278173	0.679258865759584	1	3992,9415,51,2180,8310,2182,60481,8398,2181,54898
REGULATION OF P38-ALPHA AND P38-BETA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF P38-ALPHA AND P38-BETA	REGULATION OF P38-ALPHA AND P38-BETA	0.363957908615286	0.679258865759584	-1	7525,1843,4067,5879,5600,1432,8737,5899,83605,6416,5058,1850,6714,5063,2534,5606,11221,7786,5592,5608,7189,80824,5062,4215,5898,10454,998
REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032210	REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE	0.364014689557557	0.679258865759584	1	472,3183,79991,8658,7203,5073,545,64282,22948,6950,167227,10576,80351,10694,6714,1499,5595,5594,26277,5588,4216,3178,7013,79618,5609,11284,10574,92345,140609,7014,908,23381,5394,8550,55226,7520,23293,10575,25913,5570,3192,65057,80169,54464
REGULATION OF PINOCYTOSIS%GOBP%GO:0048548	REGULATION OF PINOCYTOSIS	0.364168579613616	0.679258865759584	-1	26060,112755,5538,857,7376,1201,55198,51479,558,150696,998
RAP1 SIGNALLING%REACTOME%R-HSA-392517.3	RAP1 SIGNALLING	0.364172261185664	0.679258865759584	1	5906,5894,11069,5567,5566,6494,7534,5908,5909,23108,7529
SARS-COV-1 TARGETS HOST INTRACELLULAR SIGNALLING AND REGULATORY PATHWAYS%REACTOME%R-HSA-9735871.2	SARS-COV-1 TARGETS HOST INTRACELLULAR SIGNALLING AND REGULATORY PATHWAYS	0.364695366828551	0.679561069674588	1	5706,7533,5170,4089,6667,2033,857,10971,2810,7534,7532,7531,7529,4088
CONVERSION FROM APC C:CDC20 TO APC C:CDH1 IN LATE ANAPHASE%REACTOME%R-HSA-176407.5	CONVERSION FROM APC C:CDC20 TO APC C:CDH1 IN LATE ANAPHASE	0.365092258831667	0.679627726133726	1	8697,25906,27338,29882,8881,246184,119504,996,51433,7321,51529,29945,64682,51343,7324
NEGATIVE REGULATION OF ENDOPLASMIC RETICULUM STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902236	NEGATIVE REGULATION OF ENDOPLASMIC RETICULUM STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY	0.3656484087366	0.679788226754607	1	3304,84447,7494,90993,51060,4976,9709,5770,598,11315,10488,7009
NEGATIVE REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0046627	NEGATIVE REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY	0.365900889321157	0.679788226754607	-1	5305,5590,2931,10999,8396,5588,5791,5770,7249,5580,51763,6198,2887,5771,2886,79837,23189,3667,5579,4690
BIOCARTA_G2_PATHWAY%MSigdb_C2%BIOCARTA_G2_PATHWAY	BIOCARTA_G2_PATHWAY	0.366495982067984	0.680222325692254	-1	472,1647,7465,993,7533,997,545,1032,7157,2033,10971,5591,4661,891,6195,4193,1111,1026,994
PI3K/AKT/mTOR - vitamin D3 signaling%WikiPathways_20230910%WP4141%Homo sapiens	PI3K/AKT/mTOR - vitamin D3 signaling	0.367810589349884	0.68158210316776	1	3939,2932,5563,4609,5160,6515,7249,5290,5210,207,6256,7248,5970
DISEASES ASSOCIATED WITH GLYCOSYLATION PRECURSOR BIOSYNTHESIS%REACTOME%R-HSA-5609975.4	DISEASES ASSOCIATED WITH GLYCOSYLATION PRECURSOR BIOSYNTHESIS	0.368296443296014	0.68158210316776	-1	5236,2673,2584,8818,54344,79947,22845,8813,10020,5373,116150,4351,2582
MEMBRANE PROTEIN INTRACELLULAR DOMAIN PROTEOLYSIS%GOBP%GO:0031293	MEMBRANE PROTEIN INTRACELLULAR DOMAIN PROTEOLYSIS	0.368582743048932	0.68158210316776	-1	84888,84236,56928,51360,55851,23385,8754,81502,51107,8720,7040,83464
PID_SYNDECAN_3_PATHWAY%MSigdb_C2%PID_SYNDECAN_3_PATHWAY	PID_SYNDECAN_3_PATHWAY	0.36903940655045	0.68158210316776	1	1463,6714,9672,2534,55851,5663,23385,1956,5764,2017,8573,51107,83464
SYNDECAN-3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-3-MEDIATED SIGNALING EVENTS	SYNDECAN-3-MEDIATED SIGNALING EVENTS	0.36903940655045	0.68158210316776	1	1463,6714,9672,2534,55851,5663,23385,1956,5764,2017,8573,51107,83464
Oxidative damage response%WikiPathways_20230910%WP3941%Homo sapiens	Oxidative damage response	0.369910776059498	0.682315684633006	-1	1647,572,5111,6416,5602,7187,1028,578,1027,5603,7186,836,10188,4293,51567,4214,7189,9530,54205,842,4794,1026,4790,317,998
POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:1903749	POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRION	0.370722523486056	0.682315684633006	1	2931,4836,10425,58480,59286,55823,1459,9141,9520,54741,118424,10055,22885,65018,9776,54543,8314,7855,79778,27113,55294,51100,10075,27429,7332,6721,3305,57602,5599
PROTEIN HYDROXYLATION%REACTOME DATABASE ID RELEASE 38%9629569	PROTEIN HYDROXYLATION	0.370791039237348	0.682315684633006	1	11338,1819,84864,4733,6157,55854,6228,55239,51389,444,6132,65094,23210,2107,6194,79697
PEROXISOME ORGANIZATION%GOBP%GO:0007031	PEROXISOME ORGANIZATION	0.371225632760443	0.682315684633006	-1	5195,5828,56947,10059,215,51024,4591,5825,5830,10005,9409,55670,26061,65084,5826,8504,5193,8799,5824,51555,5190,8239,5189,54469,5191,11145,5194,51762,83752,5192
ATYPICAL NF-KAPPAB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATYPICAL NF-KAPPAB PATHWAY	ATYPICAL NF-KAPPAB PATHWAY	0.371444742064608	0.682315684633006	-1	409,6850,1432,5966,6714,4792,8945,5290,5295,4790,3551,5970
Cysteine and methionine catabolism%WikiPathways_20230910%WP4504%Homo sapiens	Cysteine and methionine catabolism	0.37165221450662	0.682315684633006	1	1491,58472,1036,2805,2937,6821,191,875,4357,2729,23474
CHONDROITIN SULFATE PROTEOGLYCAN METABOLIC PROCESS%GOBP%GO:0050654	CHONDROITIN SULFATE PROTEOGLYCAN METABOLIC PROCESS	0.371974438062414	0.682315684633006	-1	64131,79586,7358,22856,29940,55501,92126,26229,54480,64132,135152,55454,9469,347734,50515,27087,92370,51363
BIOCARTA_NPC_PATHWAY%MSigdb_C2%BIOCARTA_NPC_PATHWAY	BIOCARTA_NPC_PATHWAY	0.372539191041451	0.682686229347624	1	5903,5901,9972,10204,5905,3838,23225,1104,23636,3837,8021
PEPTIDYL-SERINE DEPHOSPHORYLATION%GOBP%GO:0070262	PEPTIDYL-SERINE DEPHOSPHORYLATION	0.373606431142447	0.68306419399852	1	1843,160760,5499,9647,5536,5530,5516,84919,4690,5515
PROSTANOID BIOSYNTHETIC PROCESS%GOBP%GO:0046457	PROSTANOID BIOSYNTHETIC PROCESS	0.373834282581549	0.68306419399852	-1	5743,4282,1906,50640,972,9536,221955,10728,80142,873
PROSTAGLANDIN BIOSYNTHETIC PROCESS%GOBP%GO:0001516	PROSTAGLANDIN BIOSYNTHETIC PROCESS	0.373834282581549	0.68306419399852	-1	5743,4282,1906,50640,972,9536,221955,10728,80142,873
ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY	ATR SIGNALING PATHWAY	0.374230271794893	0.683124511656632	-1	993,23291,6118,5518,5984,545,4171,50485,5810,5521,5985,5983,8945,4176,2177,8914,4193,1017,7534,6117,84126,1111,3364,5982,5884,11073,5515,22897,7529,4683
HORMONE SECRETION%GOBP%GO:0046879	HORMONE SECRETION	0.374728674380007	0.683371477890671	1	818,301,399979,6926,1906,1394,116,4760,51167,22841,51714,26056,5861,9230,5798,11315,64855,5127,5799,8773,3624
PID_AR_NONGENOMIC_PATHWAY%MSigdb_C2%PID_AR_NONGENOMIC_PATHWAY	PID_AR_NONGENOMIC_PATHWAY	0.375428584534782	0.683380950998272	1	5879,5894,3265,5335,2781,23236,6714,5595,5594,2770,27043,2775,5604,5605,5290,207,1385,54331,5295,5747,2782,2773,2771,2353,5336,5331,998
BIOCARTA_MEF2D_PATHWAY%MSigdb_C2%BIOCARTA_MEF2D_PATHWAY	BIOCARTA_MEF2D_PATHWAY	0.375460097413503	0.683380950998272	1	826,805,824,2033,801,5533,5530,3065,3066,5578,808,4209,5532,5579,23523
DEFECTS IN VITAMIN AND COFACTOR METABOLISM%REACTOME DATABASE ID RELEASE 38%3296482	DEFECTS IN VITAMIN AND COFACTOR METABOLISM	0.375920113396732	0.683557153055701	-1	3141,55788,31,326625,166785,64087,5095,51293,5096,5826,4594,686,56922,27249,6948
COBALAMIN (CBL, VITAMIN B12) TRANSPORT AND METABOLISM%REACTOME DATABASE ID RELEASE 38%196741	COBALAMIN (CBL, VITAMIN B12) TRANSPORT AND METABOLISM	0.376439143405606	0.683840219970416	-1	55788,326625,166785,51293,5826,4594,4363,4036,27249,6948
Endothelin pathways%WikiPathways_20230910%WP2197%Homo sapiens	Endothelin pathways	0.376886638322256	0.683949707588751	-1	5894,1906,4886,23236,5594,1889,2770,5604,801,10681,5578,790,4846,4638,2778,1264,488
PID_IGF1_PATHWAY%MSigdb_C2%PID_IGF1_PATHWAY	PID_IGF1_PATHWAY	0.377589663222483	0.683949707588751	1	5590,5894,3265,6654,572,5170,8440,9564,5770,1398,5829,10399,2885,5290,5580,207,6198,2887,7534,5295,5747,6464,3480,5781,3667,8660,1399,7531
IGF1 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IGF1 PATHWAY	IGF1 PATHWAY	0.377589663222483	0.683949707588751	1	5590,5894,3265,6654,572,5170,8440,9564,5770,1398,5829,10399,2885,5290,5580,207,6198,2887,7534,5295,5747,6464,3480,5781,3667,8660,1399,7531
REGULATION OF PEPTIDYL-LYSINE ACETYLATION%GOBP%GO:2000756	REGULATION OF PEPTIDYL-LYSINE ACETYLATION	0.378310363865233	0.68459625460997	1	8467,9031,4802,201163,5563,10514,9188,4801,6659,23411,2074,7913,5562,23451,57609,4800,23181,6418
LEUCINE STIMULATION ON INSULIN SIGNALING%SMPDB%SMP0000682	LEUCINE STIMULATION ON INSULIN SIGNALING	0.379468187407379	0.686031823919968	1	6009,1978,1977,7249,207,8140,6198,7248,3667,3643,8660
LONG-CHAIN FATTY ACID TRANSPORT%GOBP%GO:0015909	LONG-CHAIN FATTY ACID TRANSPORT	0.381201799434082	0.688504593603592	-1	301,215,2171,5825,50640,10999,2180,348,11001,6513,788,5826,376497,2181,6198,1813,2170,28965,1376
PID_P38_MKK3_6PATHWAY%MSigdb_C2%PID_P38_MKK3_6PATHWAY	PID_P38_MKK3_6PATHWAY	0.382129777894965	0.68876051974318	-1	472,1647,5879,4616,5600,1432,4294,83605,4216,9344,5606,23118,51347,5608,7186,6885,10912,816,4214,7189,9064,7295,4215,57551,10454
POSITIVE REGULATION OF ACTIN NUCLEATION%GOBP%GO:0051127	POSITIVE REGULATION OF ACTIN NUCLEATION	0.382153770797308	0.68876051974318	-1	2934,10152,55845,10163,10787,9873,23191,123720,10810,8936
MICROTUBULE ANCHORING AT CENTROSOME%GOBP%GO:0034454	MICROTUBULE ANCHORING AT CENTROSOME	0.382441415053998	0.68876051974318	1	22981,51199,5108,1639,90060,11127,84984,84376,55201,585
HOMOPHILIC CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES%GOBP%GO:0007156	HOMOPHILIC CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES	0.383715999701851	0.688803853702172	-1	23705,57549,5797,25945,999,6900,6091,55714,5817,64221,7216,81607,152330,5754,1002,1826,57863,84623,1829,3688,54549,5819,23654,199731,253559,634,27020,57453,11122,3897,57463,5818,23022,221935,133418,1000,6092
ACTIVIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0032924	ACTIVIN RECEPTOR SIGNALING PATHWAY	0.384892240995261	0.688803853702172	-1	92,10370,4089,90,93,7046,392255,4087,91,4088,3624
CTNNB1 S33 MUTANTS AREN'T PHOSPHORYLATED%REACTOME DATABASE ID RELEASE 38%5358747	CTNNB1 S33 MUTANTS AREN'T PHOSPHORYLATED	0.385545640927811	0.688803853702172	1	324,5525,5519,5518,2932,5527,1499,5528,5516,1452,139285,5529,5526,8312,5515
SIGNALING BY CTNNB1 PHOSPHO-SITE MUTANTS%REACTOME%R-HSA-4839743.4	SIGNALING BY CTNNB1 PHOSPHO-SITE MUTANTS	0.385545640927811	0.688803853702172	1	324,5525,5519,5518,2932,5527,1499,5528,5516,1452,139285,5529,5526,8312,5515
