rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
N-CADHERIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%N-CADHERIN SIGNALING EVENTS	N-CADHERIN SIGNALING EVENTS	0.997736663604156	0.999978055963997	1	2934,818,5879,1495,2241,3799,22919,5335,2596,4041,2891,1499,1500,1639,221955,747,5770,2260,5290,2697,2017,387,5295,808,23396,5781,6093,5599,8312,1268,1000,3728,998
REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032231	REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY	0.998270840711831	0.999978055963997	-1	6281,10395,4233,5879,7016,6548,7082,71,8829,4070,3984,23370,8500,23122,5217,85415,5058,50944,55160,961,9270,25,90102,389,4771,55704,9647,10163,6422,7840,2041,7043,5829,7984,9475,5216,10979,10174,5962,387,7168,3925,51763,23332,5295,22843,5062,116985,7248,23671,1490,22998,51466,6093,7046,55604,998,55616,50848,84952,9639
HINDBRAIN MORPHOGENESIS%GOBP%GO:0021575	HINDBRAIN MORPHOGENESIS	0.998403874800753	0.999978055963997	1	10395,23017,388610,51286,28514,85442,4983,23287,5629,79934,869,538
FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704	FORMATION OF PRIMARY GERM LAYER	0.998430139306464	0.999978055963997	-1	3685,4318,1843,4313,1847,1846,9646,54623,9314,29072,3678,27245,79577,1303,1301,6657,3688,659,3689,1284,8091,1291,55614,2139,3673,3691,123169,2335,3679,3912,3914,4324,4323,3675,83595,3693,4087,23168,3624,3690
5HT2 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04374	5HT2 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY	0.998490012653953	0.999978055963997	1	5590,5333,2786,5335,5581,2787,2767,23236,5588,2783,5584,5334,59345,2790,5583,5580,5578,54331,2782,55970,2776,2785,5336,5579,5332,5331,2788
PLASMA MEMBRANE REPAIR%GOBP%GO:0001778	PLASMA MEMBRANE REPAIR	0.998686134699417	0.999978055963997	1	57132,309,128866,25978,4627,55207,27183,51652,92421,23208,5119,9066,6609,5864,9525,51510,27243,79643,26509,91782,29082
NUCLEOSOME ASSEMBLY%REACTOME DATABASE ID RELEASE 38%774815	NUCLEOSOME ASSEMBLY	0.99873649615163	0.999978055963997	-1	54069,4869,8467,8349,23421,128312,55766,8347,5928,3017,80152,8334,55320,201254,5931,8338,51773,8341,94239,79172,8607,3014,1060,85236
DEPOSITION OF NEW CENPA-CONTAINING NUCLEOSOMES AT THE CENTROMERE%REACTOME%R-HSA-606279.2	DEPOSITION OF NEW CENPA-CONTAINING NUCLEOSOMES AT THE CENTROMERE	0.99873649615163	0.999978055963997	-1	54069,4869,8467,8349,23421,128312,55766,8347,5928,3017,80152,8334,55320,201254,5931,8338,51773,8341,94239,79172,8607,3014,1060,85236
SYNAPTIC VESICLE MEMBRANE ORGANIZATION%GOBP%GO:0048499	SYNAPTIC VESICLE MEMBRANE ORGANIZATION	0.999068988521478	0.999978055963997	1	1861,9144,6616,2054,116841,6809,6855,9342,9145,8773,6804,112476
O-GLYCOSYLATION OF TSR DOMAIN-CONTAINING PROTEINS%REACTOME DATABASE ID RELEASE 38%5173214	O-GLYCOSYLATION OF TSR DOMAIN-CONTAINING PROTEINS	0.99914446411421	0.999978055963997	1	11173,56999,80731,9510,221981,81792,7057,23275,10418,54437,9037,92949,79875,81794,54507,55901,11093
MONOSACCHARIDE TRANSMEMBRANE TRANSPORT%GOBP%GO:0015749	MONOSACCHARIDE TRANSMEMBRANE TRANSPORT	0.999183560971536	0.999978055963997	-1	9962,10999,154091,6515,6513,29988,376497,81031,50651,6272,11182,55974,55625,53916,144195,66035,5467
REGULATION OF CHOLESTEROL METABOLIC PROCESS%GOBP%GO:0090181	REGULATION OF CHOLESTEROL METABOLIC PROCESS	0.999663366483429	0.999978055963997	1	10162,1609,9619,22937,348,20,37,23541,51360,134429,11160,10613,6720,5562,64801,6721,2053,8720
SIGNALING BY FGFR2%REACTOME%R-HSA-5654738.3	SIGNALING BY FGFR2	0.999798627567795	0.999978055963997	1	5438,2549,5435,3265,6654,5441,5518,5436,2247,5335,5433,5437,5725,5595,7072,22916,5594,3185,5440,2963,2962,3178,4893,7073,4670,7316,5432,5434,7314,5516,5290,673,80004,7311,143282,5430,5295,8817,10253,6233,8569,5781,54845,5431,10818,4686,5515,23543,2254,5439,10817,2252
FEMALE GONAD DEVELOPMENT%GOBP%GO:0008585	FEMALE GONAD DEVELOPMENT	0.999836236521956	0.999978055963997	1	8890,8893,57122,6586,7026,8892,91603,132625,268,5798,1588,9353,1051,6092,3624,7422
SUPPRESSION OF PHAGOSOMAL MATURATION%REACTOME%R-HSA-9637687.2	SUPPRESSION OF PHAGOSOMAL MATURATION	0.999894759920379	0.999978055963997	-1	5868,7879,3836,7316,11151,7314,9146,7311,3837,6233,51606,26276
NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 38%5250941	NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION	0.999978055963997	0.999978055963997	-1	7270,8467,8349,10284,11176,1786,23309,30834,5435,84172,29115,5441,79101,8932,7343,2965,5437,64425,128312,1789,79685,5440,55766,8347,1022,3017,6908,8334,23411,4331,5434,10849,3065,51742,9014,8338,8819,23378,221830,2967,3066,8341,9015,902,2068,94239,404672,25942,9013,25885,2968,3014,3021,51082,64426,9533,79595,2071,85236
SUPERPATHWAY OF PYRIMIDINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7211	SUPERPATHWAY OF PYRIMIDINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	NA	NA	1	29922,7298,84284,8382,6241,6240,4833,4832,1854,1841,7372,50484,1503,56474,790,10201,51727,4830,654364
PURINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-841	PURINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	NA	NA	1	29922,50808,8382,8833,3614,6241,6240,4833,4832,10606,471,3615,5198,2987,5471,159,2618,50484,204,10201,26289,4830,203,205,654364,158
GUANOSINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7228	GUANOSINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	NA	NA	1	29922,8382,8833,3614,6241,6240,4833,4832,3615,2987,50484,10201,4830,654364
PURINE DEOXYRIBONUCLEOSIDES SALVAGE%BIOCYC%PWY-7224	PURINE DEOXYRIBONUCLEOSIDES SALVAGE	NA	NA	1	29922,8382,1716,4833,4832,2987,10201,26289,1633,4830,654364
SUPERPATHWAY OF PYRIMIDINE RIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY0-162	SUPERPATHWAY OF PYRIMIDINE RIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	NA	NA	1	29922,8382,4833,4832,7372,1503,56474,790,10201,51727,4830,654364
PYRIMIDINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7184	PYRIMIDINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	NA	NA	1	29922,7298,84284,8382,6241,6240,4833,4832,1854,1841,50484,10201,4830,654364
SUPERPATHWAY OF PYRIMIDINE DEOXYRIBONUCLEOSIDE SALVAGE%BIOCYC%PWY-7200	SUPERPATHWAY OF PYRIMIDINE DEOXYRIBONUCLEOSIDE SALVAGE	NA	NA	1	29922,7298,8382,4833,4832,1841,10201,51727,1633,4830,7084,654364
SUPERPATHWAY OF PURINE NUCLEOTIDE SALVAGE%BIOCYC%PWY66-409	SUPERPATHWAY OF PURINE NUCLEOTIDE SALVAGE	NA	NA	1	29922,50808,353,8382,8833,3614,6241,6240,4833,4832,3615,2987,3251,159,4860,50484,204,100,10201,26289,4830,132,203,205,654364,158
PYRIMIDINE DEOXYRIBONUCLEOTIDES BIOSYNTHESIS FROM CTP%BIOCYC%PWY-7210	PYRIMIDINE DEOXYRIBONUCLEOTIDES BIOSYNTHESIS FROM CTP	NA	NA	1	29922,7298,1635,84284,8382,6241,6240,4833,4832,1841,50484,10201,4830,654364
UTP AND CTP <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7176	UTP AND CTP <I>DE NOVO< I> BIOSYNTHESIS	NA	NA	1	29922,8382,4833,4832,1503,56474,10201,51727,4830,654364
GUANOSINE RIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7221	GUANOSINE RIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	NA	NA	1	29922,8382,8833,3614,4833,4832,3615,2987,10201,4830,654364
GUANOSINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7226	GUANOSINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	NA	NA	1	29922,8382,6241,6240,4833,4832,50484,10201,4830,654364
ADENOSINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7227	ADENOSINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	NA	NA	1	29922,8382,6241,6240,4833,4832,50484,10201,4830,654364
AndrogenReceptor%IOB%AndrogenReceptor	AndrogenReceptor	NA	NA	1	23598,2934,23054,7184,10524,1644,10401,841,7329,55128,993,9612,7050,7536,405,64324,5036,5728,2274,7181,57178,6840,5925,7182,3312,2932,8202,2965,1620,10499,11140,3276,25898,142,7110,8648,6925,5901,4089,11143,26060,6047,6714,1499,10273,3320,8409,27043,8204,5499,6667,2963,1022,1613,2119,2962,2033,857,7150,1616,8554,10957,811,5829,3315,56924,3572,10399,7468,1956,836,2547,291,3065,51588,207,4193,83637,9604,3309,10048,57786,902,896,29843,5295,1329,5881,7520,25942,3725,8031,595,840,1025,11315,4841,2316,166,5451,6774,51497,898,573,5970,5052,4088,994,8850,196,984
EGFR1%IOB%EGFR1	EGFR1	NA	NA	1	1476,2060,2934,5318,28996,8798,6385,10768,9712,6456,6281,301,868,6187,5590,8502,6810,10401,8407,2931,4233,4067,5879,6451,2308,1793,79834,4627,3872,84632,394,57513,2064,2185,7050,131566,5894,2549,51599,6622,57402,4026,2059,10015,54472,5523,2909,1832,10043,5868,999,1487,3939,6772,1948,3265,163,5728,1432,2050,59,4646,6654,55971,3092,55914,9252,8737,572,6717,157285,5315,10067,6282,5899,3855,60,2932,23294,9052,10928,5796,5563,9961,54862,8520,5335,1540,160,5306,25970,805,8899,8826,5058,5293,476,1741,351,509,8572,9741,7408,754,7410,5287,5921,6868,9185,1917,22874,10657,4609,2444,55573,2047,6175,5170,1020,79026,5598,9765,5900,54206,5782,9743,466,26060,10236,64762,6714,1999,8440,1978,3336,9564,5595,5594,3856,8874,6777,25,5601,7297,90102,6461,83481,1601,5791,1500,10616,1001,11183,4216,9672,7094,6667,5338,7157,369,1308,1072,9021,5573,5770,2534,57478,9124,50649,23344,1829,8027,29085,1654,27131,9815,3178,10006,857,50618,10963,1915,6197,5584,3688,2029,5604,801,51633,5606,10097,858,5801,6156,2041,23650,23558,51248,28964,1398,5609,5586,84168,152137,1981,87,10254,5786,5935,5829,5931,25930,5605,7984,10458,54407,3064,58513,10746,27071,7314,9223,10211,51232,1956,23164,8462,84959,6311,2885,8754,3065,9146,63916,5216,3716,6794,146691,8655,5290,51065,5580,10188,9019,673,5777,2697,4734,2017,6195,5792,800,8882,8412,207,7086,153562,55198,5607,7037,3691,1969,3949,307,387,5037,1385,23513,6386,7145,4214,10096,6633,1017,3636,6773,29127,7205,5339,6196,3717,26472,6382,6198,2887,7534,29924,5578,54477,140885,54756,2065,10451,5295,56243,84069,8444,3875,10241,1759,808,10114,9732,5747,6655,7431,156,6464,4739,334,7414,2023,5337,10253,5223,4215,2319,1656,10342,10040,52,10075,2886,558,2353,5359,1175,116985,4846,103910,1213,5562,5291,3725,257364,5336,50488,966,22905,23111,6004,1859,3675,3727,867,5818,5781,55243,8503,25921,81848,8976,378,6204,5579,11187,6421,10818,2317,842,1051,23239,302,5834,3643,226,9149,10318,1445,5599,6774,2049,4790,9987,64759,4087,4690,10723,1211,81,55234,1000,8660,1399,3728,2043,6457,5970,5613,8727,27,7529,50807,4088,998,55616,30011,2048,284119,56288,8994,83737,9414,2002,2005,83737,26469,10251,293,5296,9020
Fas%IOB%Fas	Fas	NA	NA	1	841,4233,7465,4067,5879,10197,8772,8428,637,8669,10922,355,8737,8930,5585,839,2932,1975,5610,6950,5921,142,1676,581,9191,4149,5595,7072,5594,843,2534,1457,7187,8837,5604,7150,6789,1460,1616,7073,5591,2745,5586,3315,5605,7186,836,996,598,5580,5981,57510,5777,4734,9131,207,307,6722,6788,5339,9330,1452,397,8505,162989,1965,7431,5062,9994,331,966,840,4926,6304,6093,835,842,831,8767,11124,8615,998,1454,10277,56616,10016,984
KitReceptor%IOB%KitReceptor	KitReceptor	NA	NA	1	7525,1386,868,4067,5894,6772,3265,1432,6654,2932,5335,5921,10076,6714,1978,5594,6777,25,3635,2534,2033,1398,9655,2885,5290,200734,6195,207,3717,6198,2997,5578,5295,6464,2886,122809,1213,3725,867,5781,5579,6194,8797,9306,5599,1399,5970,4254,30011,161742,5296,7456
Notch%IOB%Notch	Notch	NA	NA	1	6015,10683,9611,84441,9612,9541,9978,4851,9794,5045,2932,351,7528,4089,4853,6929,4854,3516,5595,5594,23013,2033,7088,4086,55851,6500,6502,28514,55502,5663,55534,23385,3065,3714,8819,3066,55294,3717,54567,8454,51107,51176,25942,22938,23509,2273,8650,3280,23462,6774,4790,182,1840,5970,4088,83464,83737,83737,5664,8850,59269
TGF_beta_Receptor%IOB%TGF_beta_Receptor	TGF_beta_Receptor	NA	NA	1	409,1386,1875,993,2308,10131,8697,7050,5494,83658,9978,10413,163126,163,1432,1874,4208,5925,4802,8668,5520,3312,26145,7341,4205,51434,64219,4303,57154,5163,6383,10664,5575,7322,4609,8648,467,9765,4089,9564,8723,1499,5595,5594,6662,29882,1601,4801,6667,7157,9972,960,8881,64750,79753,5371,2033,857,8945,7027,1616,5606,6500,11171,5576,7043,1021,1398,5829,5608,7514,58533,114790,6885,3065,9146,996,1019,6794,5580,6935,51433,6498,207,387,7029,7321,1017,10987,2130,5295,8454,5747,57559,3837,9839,51176,6642,25937,2353,64328,55802,2339,22938,3622,3725,595,7042,3727,6093,8021,9372,29945,6497,5579,64682,2113,4800,7046,1026,1387,23339,5599,3726,4087,7040,4830,51343,10454,6711,898,6643,5934,6678,4088,7323,4092,2309,2280,5296,8850
TNFalpha%IOB%TNFalpha	TNFalpha	NA	NA	1	5971,2969,8738,5590,841,7329,23291,6597,150684,2549,9908,5718,10270,7533,8772,10848,6850,637,84172,8533,6772,1432,2091,6605,997,26471,5441,9252,5925,22821,8737,5966,7182,64343,5585,10914,5700,8237,7341,200081,6128,1620,5707,3895,11140,9462,7322,5202,86,5701,5702,5437,6714,64425,5595,5594,3320,7132,5708,5601,843,5537,5134,329,7763,6598,4296,1147,5977,1457,7187,6601,4792,1654,5371,9755,857,8837,8945,2720,29110,6500,23118,10971,6156,3838,8518,10788,3315,4176,6132,5608,8439,28511,10399,10746,7186,5693,9861,1956,9043,836,6885,23633,3065,2177,57761,5580,207,5607,1385,4791,3066,4214,55294,10987,7189,605,6198,5713,7534,6207,7128,10013,904,208,5709,9919,8454,9530,2011,7532,3326,6599,4215,3839,9276,5719,3725,4163,25885,840,64320,9261,6205,5781,26133,257397,1025,79155,4174,835,2316,8517,2734,4794,9618,51082,1387,28512,5599,84231,4790,10128,10454,3551,7531,9533,10010,11124,6124,5970,7529,4793,7323,9641,10238,9055,9020
Wnt%IOB%Wnt	Wnt	NA	NA	1	7525,324,409,8323,54361,2931,55636,4920,5879,7476,1855,5300,999,8321,1487,2932,4041,51701,7976,6925,1856,1499,4035,607,5499,3611,50649,6422,4086,5566,1021,8325,7855,23184,6885,55361,6656,5580,4040,207,23002,387,6934,1452,5578,2011,51176,7473,3725,595,5579,9869,5599,4919,85458,8312,8324,3728,1857,5515,7529,83999
BIOCARTA_VDR_PATHWAY%MSigdb_C2%BIOCARTA_VDR_PATHWAY	BIOCARTA_VDR_PATHWAY	NA	NA	1	9611,9031,6597,7155,6605,10498,3276,8648,86,10036,6601,2033,5469,7249,6602,3065,9318,6256,6599,8289,11198,1387,8850
BIOCARTA_PCAF_PATHWAY%MSigdb_C2%BIOCARTA_PCAF_PATHWAY	BIOCARTA_PCAF_PATHWAY	NA	NA	1	1386,3661,3660,3659,3665,3146,3725,1387,4790,5970,8850
BIOCARTA_AMAN_PATHWAY%MSigdb_C2%BIOCARTA_AMAN_PATHWAY	BIOCARTA_AMAN_PATHWAY	NA	NA	1	4122,4123,4121,4125,7903,57134,8708,10905,8707,2526
BIOCARTA_CD40_PATHWAY%MSigdb_C2%BIOCARTA_CD40_PATHWAY	BIOCARTA_CD40_PATHWAY	NA	NA	1	1843,1147,7187,4792,8518,958,4214,7189,7128,8517,4790,3551,5970,9020
BIOCARTA_RNA_PATHWAY%MSigdb_C2%BIOCARTA_RNA_PATHWAY	BIOCARTA_RNA_PATHWAY	NA	NA	1	8894,5611,5610,7157,1147,4792,1965,4790,5970,9020
BIOCARTA_NDKDYNAMIN_PATHWAY%MSigdb_C2%BIOCARTA_NDKDYNAMIN_PATHWAY	BIOCARTA_NDKDYNAMIN_PATHWAY	NA	NA	1	2060,8871,8301,160,805,8867,1173,801,5533,5530,29924,1759,808,5532,4830,4831,654364
BIOCARTA_EIF_PATHWAY%MSigdb_C2%BIOCARTA_EIF_PATHWAY	BIOCARTA_EIF_PATHWAY	NA	NA	1	8894,8661,1964,10209,1974,1977,1982,29904,1968,1983,1981,3692,1938,1965,8672,1973
BIOCARTA_HIVNEF_PATHWAY%MSigdb_C2%BIOCARTA_HIVNEF_PATHWAY	BIOCARTA_HIVNEF_PATHWAY	NA	NA	1	2934,8738,841,8772,84823,71,637,355,5925,8737,839,5921,142,1676,4000,7132,329,1147,4792,8837,1616,5591,5609,5663,7186,836,5580,4193,4214,6709,397,9530,5062,331,840,4926,835,842,5599,4790,317,5970,4001,728642,5664,9020,984
BIOCARTA_DEATH_PATHWAY%MSigdb_C2%BIOCARTA_DEATH_PATHWAY	BIOCARTA_DEATH_PATHWAY	NA	NA	1	841,8772,637,8737,839,1676,4000,843,329,1147,4792,8837,7186,836,6709,331,840,842,4790,317,5970,9020
BIOCARTA_KERATINOCYTE_PATHWAY%MSigdb_C2%BIOCARTA_KERATINOCYTE_PATHWAY	BIOCARTA_KERATINOCYTE_PATHWAY	NA	NA	1	5894,3265,1432,355,8737,6416,5581,5595,5594,7132,5588,6667,1147,4792,5604,1616,5606,5609,5603,5608,7186,1956,2114,5583,5580,4214,5578,2353,3725,5579,2113,5599,4790,3551,5970,5515,9020
BIOCARTA_MAPK_PATHWAY%MSigdb_C2%BIOCARTA_MAPK_PATHWAY	BIOCARTA_MAPK_PATHWAY	NA	NA	1	1386,5879,6300,5894,5600,6772,3265,1432,9252,8737,9693,4294,6416,5058,8986,4609,5602,5598,4149,5595,5594,5601,11183,4216,6667,9448,4296,1147,4792,6197,9175,5604,1616,5606,7043,5609,5603,7786,5605,5608,10746,7186,6885,2885,6195,5607,4293,1385,4214,6196,8550,9064,6198,7867,6464,5062,4215,5597,2353,3725,8569,7042,9261,5596,7046,5599,4790,7040,2872,3551,8491,5970,2002,5871,6199,9020
BIOCARTA_MTOR_PATHWAY%MSigdb_C2%BIOCARTA_MTOR_PATHWAY	BIOCARTA_MTOR_PATHWAY	NA	NA	1	8661,5728,6009,1974,5170,1978,1977,1982,1981,7249,5290,207,5164,6198,5295,8672,7248,8569,5515,1973
BIOCARTA_NTHI_PATHWAY%MSigdb_C2%BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY	NA	NA	1	1843,5600,1432,4089,1147,2908,4792,2033,5606,4615,5608,6885,7046,1387,4790,3551,5970,4088,9020
BIOCARTA_NFKB_PATHWAY%MSigdb_C2%BIOCARTA_NFKB_PATHWAY	BIOCARTA_NFKB_PATHWAY	NA	NA	1	8772,8737,7132,1147,4792,4615,6885,4214,7189,7128,8517,4790,10454,3551,5970,9020
BIOCARTA_NOS1_PATHWAY%MSigdb_C2%BIOCARTA_NOS1_PATHWAY	BIOCARTA_NOS1_PATHWAY	NA	NA	1	1742,805,5567,5575,5577,5573,801,5576,5533,5530,5578,808,5532,5579,2906,2903
BIOCARTA_EIF4_PATHWAY%MSigdb_C2%BIOCARTA_EIF4_PATHWAY	BIOCARTA_EIF4_PATHWAY	NA	NA	1	5728,1432,1974,5170,1978,1977,5595,5594,1982,1981,5290,207,5164,26986,6198,5578,5295,8672,8569,3667,5579,1973
BIOCARTA_IL1R_PATHWAY%MSigdb_C2%BIOCARTA_IL1R_PATHWAY	BIOCARTA_IL1R_PATHWAY	NA	NA	1	3654,1432,1147,4792,5606,4615,7043,5608,6885,4214,7189,3725,7042,5599,4790,7040,10454,3551,5970,9020
BIOCARTA_STRESS_PATHWAY%MSigdb_C2%BIOCARTA_STRESS_PATHWAY	BIOCARTA_STRESS_PATHWAY	NA	NA	1	8738,1432,8737,6416,466,7132,1147,4792,5606,5608,7186,4214,3725,835,8517,5599,4790,3551,10010,5970,5871,9020
BIOCARTA_TNFR2_PATHWAY%MSigdb_C2%BIOCARTA_TNFR2_PATHWAY	BIOCARTA_TNFR2_PATHWAY	NA	NA	1	1843,8737,1147,7187,4792,8518,7186,4214,7128,8517,4790,3551,10010,5970,9020
BIOCARTA_TOLL_PATHWAY%MSigdb_C2%BIOCARTA_TOLL_PATHWAY	BIOCARTA_TOLL_PATHWAY	NA	NA	1	1432,6416,5610,1147,4792,5606,4615,5608,6885,4214,7189,2353,3725,8517,5599,4790,10454,3551,5970,2002,9020
PID_HDAC_CLASSI_PATHWAY%MSigdb_C2%PID_HDAC_CLASSI_PATHWAY	PID_HDAC_CLASSI_PATHWAY	NA	NA	1	9611,10284,4084,7329,23309,9612,51547,10419,1107,9734,7181,8932,7341,23410,57154,2624,5903,9759,2287,7528,5901,4149,7132,79084,22933,5928,4792,2033,5905,5566,23411,5931,161882,7514,3065,23408,79885,54815,8819,3066,23381,57459,10013,51548,25942,10014,51564,8841,1387,6774,4790,7024,5970,83933,4092,53615,1108,8850,55869
PID_AR_TF_PATHWAY%MSigdb_C2%PID_AR_TF_PATHWAY	PID_AR_TF_PATHWAY	NA	NA	1	10524,2308,6595,1432,6605,7181,5966,10498,7182,5585,2932,6416,10499,2624,25898,8648,11143,6714,3320,2908,2033,23411,5608,10399,1958,3065,6257,3301,4193,83637,5152,6256,6258,29843,8805,6599,3725,10919,51564,10513,5451,1387,5599,8850
PID_CMYB_PATHWAY%MSigdb_C2%PID_CMYB_PATHWAY	PID_CMYB_PATHWAY	NA	NA	1	28996,9611,10401,490,7329,5743,6595,10043,3265,3312,839,8826,5481,1436,8089,4609,3015,51701,6667,2033,10155,4893,5250,23118,1027,1021,161882,5530,4173,6885,2114,891,2625,8535,100,51176,25942,1052,463,3845,595,6497,1278,1051,2113,3280,1026,1387,5292,1314,1211,4094,10454,27044,4144,4254,8379
PID_RETINOIC_ACID_PATHWAY%MSigdb_C2%PID_RETINOIC_ACID_PATHWAY	PID_RETINOIC_ACID_PATHWAY	NA	NA	1	9612,1432,8202,5947,10499,8648,5595,5594,8204,1022,2033,5566,4331,3065,6257,207,5914,902,6256,5578,6258,8841,1387,5599,8850
PID_SMAD2_3NUCLEAR_PATHWAY%MSigdb_C2%PID_SMAD2_3NUCLEAR_PATHWAY	PID_SMAD2_3NUCLEAR_PATHWAY	NA	NA	1	1386,9611,1875,10284,10401,2308,23309,7050,7030,1487,51586,1874,4208,3312,4303,10499,4609,8648,467,4089,4149,6929,6667,5928,865,2908,79753,2033,7027,5054,5931,3065,51588,1019,2625,861,8819,6498,207,2648,3665,1385,3066,1017,3915,25942,2353,55802,3725,6670,6497,1278,1051,1026,1387,3693,4087,7709,4088,1030,4092,2309,8850
PID_FCER1_PATHWAY%MSigdb_C2%PID_FCER1_PATHWAY	PID_FCER1_PATHWAY	NA	NA	1	868,1843,4067,5894,8877,6850,3265,6654,2241,5335,6416,5921,5783,5595,5594,5338,1147,2534,5604,5609,5829,5605,2885,5290,207,4214,5295,5747,6464,5062,2353,3725,867,9846,5781,8611,5579,8517,5599,4790,3551,5970,7456
PID_ENDOTHELIN_PATHWAY%MSigdb_C2%PID_ENDOTHELIN_PATHWAY	PID_ENDOTHELIN_PATHWAY	NA	NA	1	109,5879,2185,5894,2768,6548,1906,3265,1432,2774,5581,112,108,113,2767,2781,23236,6714,9564,5595,5594,5588,2770,107,2775,5604,1398,5605,5583,5580,115,207,387,3717,5578,114,2773,2776,2771,2353,3725,5579,1278,5599,5331,998,6550,111
PID_RHOA_PATHWAY%MSigdb_C2%PID_RHOA_PATHWAY	PID_RHOA_PATHWAY	NA	NA	1	1386,6456,5590,4478,6300,6548,3984,5728,3985,5585,6416,7430,58,7094,5338,8394,1072,3688,5606,4659,1027,5586,3491,57591,5608,9475,5962,387,6722,7414,5337,2353,11113,3725,23396,6093,286205,5599,1729,998,6550
PID_LYSOPHOSPHOLIPID_PATHWAY%MSigdb_C2%PID_LYSOPHOSPHOLIPID_PATHWAY	PID_LYSOPHOSPHOLIPID_PATHWAY	NA	NA	1	4137,109,4318,4067,5879,4313,2185,2549,2768,3265,2932,5335,5581,112,108,9170,113,2767,2781,7074,6714,9564,2770,107,5338,2775,4792,1839,1398,5829,1956,836,10672,5580,115,207,387,9138,7205,54331,5295,5747,2782,114,2773,2776,2771,2353,5291,3725,9351,4790,5970,5331,111
PID_HDAC_CLASSIII_PATHWAY%MSigdb_C2%PID_HDAC_CLASSIII_PATHWAY	PID_HDAC_CLASSIII_PATHWAY	NA	NA	1	2308,51547,2274,4303,23410,55902,9759,581,3008,22933,10376,7157,2033,23411,2547,8294,7280,4209,1026,1387,2309,8850
PID_TCR_PATHWAY%MSigdb_C2%PID_TCR_PATHWAY	PID_TCR_PATHWAY	NA	NA	1	28988,5906,3265,5728,6654,27347,5335,5581,5170,84876,5588,10892,1147,2534,4893,2885,8915,5777,207,7189,5578,6452,6464,55824,3845,84433,867,9846,5781,2316,5579,8517,6786,1445,4690,3551,998,9020,83593
PID_E2F_PATHWAY%MSigdb_C2%PID_E2F_PATHWAY	PID_E2F_PATHWAY	NA	NA	1	472,7298,8295,1875,993,10419,7030,6595,23429,1874,5925,5932,6241,6240,4172,4609,7528,7515,5902,8409,4170,144455,6667,5928,2033,10155,26959,7027,1027,23411,5054,23468,3065,2648,7029,1017,5422,896,1871,840,5328,11073,1876,8936,1026,1387,898,1719,5934,317,23491,8824,8850
PID_CD40_PATHWAY%MSigdb_C2%PID_CD40_PATHWAY	PID_CD40_PATHWAY	NA	NA	1	868,5600,1432,6416,4609,5602,5601,329,7187,4792,958,7186,598,207,51567,4214,7189,7128,3725,5599,4790,5970,9020
PID_LPA4_PATHWAY%MSigdb_C2%PID_LPA4_PATHWAY	PID_LPA4_PATHWAY	NA	NA	1	109,9252,2774,5581,112,108,113,107,5566,115,1385,114,111
